"DOI","title","code","dataset","year","dls"
"10.23637/wxb6-yield7726-01",Woburn Continuous Barley Experiment yields 1877-1926,W/XB/6,BYIELD7726,2026,3
"10.23637/wxw6-soil7632-01",Woburn Continuous Wheat Experiment soil data 1876-1932 ,W/XW/6,WSOIL7632,2023,12
"10.23637/wxw6-soil7632-01",Woburn Continuous Wheat Experiment soil data 1876-1932 ,W/XW/6,WSOIL7632,2024,7
"10.23637/wxw6-soil7632-01",Woburn Continuous Wheat Experiment soil data 1876-1932 ,W/XW/6,WSOIL7632,2025,11
"10.23637/wxw6-soil7632-01",Woburn Continuous Wheat Experiment soil data 1876-1932 ,W/XW/6,WSOIL7632,2026,1
"10.23637/wxw6-yield2742-01",Woburn Continuous Wheat Experiment yields 1927-1942,W/XW/6,WYIELD2742,2022,1
"10.23637/wxw6-yield2742-01",Woburn Continuous Wheat Experiment yields 1927-1942,W/XW/6,WYIELD2742,2023,7
"10.23637/wxw6-yield2742-01",Woburn Continuous Wheat Experiment yields 1927-1942,W/XW/6,WYIELD2742,2024,5
"10.23637/wxw6-yield2742-01",Woburn Continuous Wheat Experiment yields 1927-1942,W/XW/6,WYIELD2742,2025,8
"10.23637/wxw6-yield2742-01",Woburn Continuous Wheat Experiment yields 1927-1942,W/XW/6,WYIELD2742,2026,2
"10.23637/wxw6-yield4366-01",Woburn Continuous Wheat Experiment yields 1943-1966,W/XW/6,WYIELD4366,2022,2
"10.23637/wxw6-yield4366-01",Woburn Continuous Wheat Experiment yields 1943-1966,W/XW/6,WYIELD4366,2023,4
"10.23637/wxw6-yield4366-01",Woburn Continuous Wheat Experiment yields 1943-1966,W/XW/6,WYIELD4366,2024,2
"10.23637/wxw6-yield4366-01",Woburn Continuous Wheat Experiment yields 1943-1966,W/XW/6,WYIELD4366,2025,8
"10.23637/wxw6-yield4366-01",Woburn Continuous Wheat Experiment yields 1943-1966,W/XW/6,WYIELD4366,2026,2
"10.23637/wxw6-yield7726-01",Woburn Continuous Wheat Experiment yields 1877-1926,W/XW/6,WYIELD7726,2022,2
"10.23637/wxw6-yield7726-01",Woburn Continuous Wheat Experiment yields 1877-1926,W/XW/6,WYIELD7726,2023,8
"10.23637/wxw6-yield7726-01",Woburn Continuous Wheat Experiment yields 1877-1926,W/XW/6,WYIELD7726,2024,3
"10.23637/wxw6-yield7726-01",Woburn Continuous Wheat Experiment yields 1877-1926,W/XW/6,WYIELD7726,2025,11
"10.23637/wxw6-yield7726-01",Woburn Continuous Wheat Experiment yields 1877-1926,W/XW/6,WYIELD7726,2026,3
