"DOI","title","code","short","dldate","country","institution","IP"
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,"2025-11-13",US,Colorado State University,"24.128.65.96"
"10.23637/rrs1-SOILCN1959-2014-01","Highfield Bare Fallow soil chemical properties, 1959-2014 ",R/RS/1,SOILCN5914,"2026-01-31",IN,CHRIST university,"111.93.136.226"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2025-12-19",GB,Rothamsted Research,"82.19.197.127"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2025-12-19",GB,Rothamsted Research,"82.19.197.127"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2025-12-22",DE,Klim,"80.3.29.45"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2025-12-22",US,University of Nebraska,"190.190.54.204"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2025-12-25",CN,Zhongkai College of Agricultural Engineering,"159.226.121.146"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2026-01-04",TR,"","104.28.212.150"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2026-01-04",TR,"","104.28.212.150"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2026-01-22",IL,Ben Gurion University,"147.236.126.234"
"10.23637/rbk1-bksoils-01",Broadbalk soil chemical properties 1843-2021 ,R/BK/1,BKSOIL,"2026-01-24",GB,"","154.40.46.51"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-13",,, 86.162.111.86
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-13",,, 72.183.128.116
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-15",,, 107.2.2.73
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-18",,, 122.58.87.137
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-22",,, 113.140.84.103
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-05-25",,, 196.200.180.29
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-06-16",,, 114.253.37.25
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-06-16",,, 114.253.37.25
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-06-16",,, 114.253.37.25
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-06-27",,, 104.218.66.5
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-06-29",,, 104.218.66.5
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-07-24",,,"121.75.19.140"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-08-10",,,"141.20.217.164"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-08-11",,,"134.245.40.127"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-09-06",,,"149.155.21.51"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-09-14",,,"132.255.186.194"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-09-21",,,"170.83.3.134"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-09-28",,,"130.238.104.185"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-14",,,"128.84.124.34"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-18",,,"188.26.198.46"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-19",,,"76.64.45.68"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-22",,,"46.14.164.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-25",,,"46.14.164.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-27",,,"138.51.94.110"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-27",,,"99.239.36.129"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-27",,,"99.239.36.129"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-27",,,"138.51.92.72"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-10-28",,,"168.150.22.96"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-01",,,"213.135.209.112"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-01",,,"213.135.209.112"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-02",,,"201.2.156.86"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-09",,,"195.154.250.176"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-18",,,"177.152.97.119"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-18",,,"177.152.97.119"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-19",,,"84.159.80.207"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-22",,,"149.155.19.47"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-25",,,"192.243.120.192"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-11-29",,,"193.40.25.254"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-12-02",,,"69.131.151.231"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-12-21",,,"10.30.0.105"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-12-24",,,"84.241.204.9"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2021-12-31",,,"66.31.203.116"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-01-07",,,"130.226.236.6"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-01-11",,,"149.155.29.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-01-29",,,"219.59.176.238"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-02",,,"206.84.140.96"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-07",,,"205.194.32.99"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-09",,,"10.30.0.105"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-09",,,"10.30.0.105"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-14",,,"10.30.0.105"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-16",,,"5.91.29.116"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-20",,,"24.16.232.53"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-22",,,"140.120.190.8"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-22",,,"151.242.89.198"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-25",,,"90.221.219.4"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-02-25",,,"90.221.219.4"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-02",,,"46.100.5.152"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-06",,,"79.132.211.2"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-06",,,"145.224.67.243"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-09",,,"110.19.110.79"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-09",,,"110.19.110.79"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-09",,,"110.19.110.79"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-09",,,"110.19.110.79"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-12",,,"42.92.143.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-12",,,"42.92.143.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-12",,,"42.92.143.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-12",,,"42.92.143.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-12",,,"42.92.143.138"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-14",,,"145.224.65.50"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-21",,,"140.120.190.8"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-23",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-23",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-23",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-23",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-25",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-25",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-28",,,"217.43.200.162"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-03-31",,,"120.36.196.116"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-04-06",,,"5.151.171.152"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-04-23",,,"2.99.234.22"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-04-25",,,"202.137.28.93"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-04-25",,,"149.155.24.65"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-04-25",,,"142.185.244.126"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-11",,,"210.170.105.157"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-16",,,"109.189.65.121"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-16",,,"137.224.252.13"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-20",,,"81.159.193.220"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-23",,,"149.155.19.249"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-25",,,"149.155.19.252"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-26",,,"109.249.187.91"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-26",,,"109.249.187.91"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-26",,,"109.249.187.91"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-05-26",,,"109.249.187.91"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-06-03",,,"146.232.211.229"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-06-12",,,"197.156.118.249"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-06-16",,,"172.27.57.108"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-06-22",,,"77.109.102.227"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-06-23",,,"84.243.48.10"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-04",,,"149.155.30.87"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-05",,,"149.155.30.87"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-05",,,"149.155.30.87"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-05",,,"149.155.30.87"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-07",,,"188.74.25.173"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-11",,,"149.155.19.202"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-11",,,"149.155.19.202"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-11",,,"149.155.14.68"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-11",,,"193.28.38.160"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-12",,,"162.23.30.6"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-13",,,"137.224.252.13"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-13",,,"109.175.214.125"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-13",,,"109.175.214.125"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-14",,,"116.132.204.189"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-19",,,"185.15.159.128"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-07-19",,,"185.15.159.128"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-11",,,"188.54.1.183"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-11",,,"180.150.81.64"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-23",,,"92.92.67.45"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-24",,,"210.170.105.157"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-26",,,"103.85.29.60"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-26",,,"103.85.29.60"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-08-29",,,"111.29.136.84"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-09-02",,,"124.16.167.197"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-09-13",,,"149.155.19.202"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-09-13",,,"149.155.19.202"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-09-17",,,"92.116.231.251"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-09-19",,,"80.43.21.164"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-09",,,"80.43.21.164"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-14",,,"138.250.110.57"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-16",,,"73.15.136.228"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-19",,,"14.139.224.90"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-19",,,"138.250.147.240"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-23",,,"87.178.231.206"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-27",,,"159.226.205.86"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-27",,,"188.96.0.25"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-28",,,"183.173.18.227"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-31",,,"129.11.87.100"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-10-31",,,"129.11.87.100"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-04",,,"3.124.124.128"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-07",,,"194.80.232.16"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-21",,,"82.0.129.161"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-21",,,"84.115.234.17"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-21",,,"194.80.232.16"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-11-29",,,"69.112.71.59"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-12-01",,,"51.198.40.55"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-12-03",,,"92.40.213.84"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2022-12-19",,,"125.103.20.82"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-01",,,"86.177.125.11"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-15",,,"156.251.183.248"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-16",,,"92.233.215.67"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-16",,,"5.83.11.0"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-16",,,"92.233.215.67"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-16",,,"149.155.24.129"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-17",,,"149.155.20.68"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-19",,,"92.157.138.104"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-01-26",,,"92.40.216.171"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-02-06",,,"185.251.11.188"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-02-15",,,"77.235.247.16"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-02-22",JP,Rakuno Gakuen University,"221.171.15.242"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-03-08",BR,Embrapa Wheat - Research institution,"15.228.217.63"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-04-18",SE,SLU,"193.10.96.195"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-04-25",GB,"","220.246.254.226"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-04-30",GB,The Open University,"81.141.101.172"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-04-30",GB,The Open University,"81.141.101.172"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-05-01",GB,The Open University,"92.27.18.74"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-05-15",MX,"UADY, Academic","187.155.57.41"
"10.23637/KeyRefOABKyields",Broadbalk mean long-term winter wheat yields 1852-2016 ,R/BK/1,OAWWYields,"2023-05-17",GB,Rothamsted Research,"149.155.21.71"
